GENE_NAME,GENE_SYMBOL,FLYBASE_PRIMARY,spot
CG5972,Arc-p20,FBgn0031781,8265
CG9913,Kif19A,FBgn0038205,8266
CG3149,CG3149,FBgn0027564,8267
CG2674,M(2)21AB,FBgn0005278,8268
CG5232,Sas,FBgn0038045,8269
CG8213,CG8213,FBgn0033359,8270
CG5220,CG5220,FBgn0038471,8271
CG7458,CG7458,FBgn0037144,8272
CG4878,eIF3-S9,FBgn0034237,8273
CG5219,mRpL15,FBgn0036990,8274
null,No Amplicon Gene Matches,,8275
CG7996,snk,FBgn0003450,8276
CG17142,CG17142,FBgn0035113,8277
CG11634,CG11634,FBgn0032968,8278
CG3396,Ocho,FBgn0040296,8279
CG13243,CG13243,FBgn0028903,8280
CG7830,CG7830,FBgn0032015,8281
CG7848,CG7848,FBgn0034127,8282
CG4904,Pros35,FBgn0003151,8283
CG17230,CG17230,FBgn0046225,8284
CG5183,KdelR,FBgn0022268,8285
CG2204,G-o&agr;47A,FBgn0001122,8286
CG12773,CG12773,FBgn0024365,8287
Barcode Element,,,8288
CG4943,lack,FBgn0029006,8289
CG30497,CG30497,FBgn0050497,8290
CG3262,CG3262,FBgn0032986,8291
CG16952,CG16952,FBgn0030701,8292
CG12807,CG12807,FBgn0037772,8293
CG13344,CG13344,FBgn0033884,8294
CG8818,CG8818,FBgn0033751,8295
Barcode Element,,,8296
CG2209,CG2209,FBgn0030441,8297
CG31392,CG31392,FBgn0051392,8298
CG5205,CG5205,FBgn0038344,8299
CG12831,CG12831,FBgn0033141,8300
CG32199,CG32199,FBgn0052199,8301
CG18110,CG18110,FBgn0039677,8302
CG13928,CG13928,FBgn0035246,8303
CG8468,CG8468,FBgn0033913,8304
CG11815,CG11815,FBgn0035299,8305
CG30115,CG30115,FBgn0050115,8306
CG5241,CG5241,FBgn0036564,8307
CG13422,CG13422,FBgn0034511,8308
CG13492,CG13492,FBgn0034662,8309
CG13495,Gr58b,FBgn0041238,8310
CG31000,heph,FBgn0011224,8311
null,-,,8312
CG5562,gbb,FBgn0024234,8313
CG17732,CG17732,FBgn0036923,8314
CG6851,Mtch,FBgn0027786,8315
CG3985,Syn,FBgn0004575,8316
null,-,,8317
null,Amplicon Hits Multiple Gene Regions,,8318
CG12630,tiptop,FBgn0028979,8319
CG6129,CG6129,FBgn0039152,8320
CG14021,CG14021,FBgn0031702,8321
CG4362,CG4362,FBgn0038784,8322
CG33528,CG33528,FBgn0053528,8323
CG15335,CG15335,FBgn0030001,8324
CG15405,CG15405,FBgn0031509,8325
CG1528,&ggr;Cop,FBgn0028968,8326
CG15617,CG15617,FBgn0034151,8327
CG15432,CG15432,FBgn0031603,8328
CG5023,CG5023,FBgn0038774,8329
CG4696,Mp20,FBgn0002789,8330
CG1966,Acf1,FBgn0027620,8331
CG15455,CG15455,FBgn0031121,8332
CG30387,CG30387,FBgn0050387,8333
CG32066,CG32066,FBgn0052066,8334
CG12203,CG12203,FBgn0031021,8335
CG11165,CG11165,FBgn0033238,8336
CG13311,CG13311,FBgn0035929,8337
CG7435,Arf84F,FBgn0004908,8338
CG7913,PP2A-B,FBgn0042693,8339
CG3350,bigmax,FBgn0039509,8340
CG12814,CG12814,FBgn0037796,8341
CG11870,CG11870,FBgn0037804,8342
CG9361,CG9361,FBgn0037690,8343
CG7196,CG7196,FBgn0031944,8344
CG11334,CG11334,FBgn0039849,8345
CG10781,ng1,FBgn0002933,8346
CG14343,CG14343,FBgn0031325,8347
CG12141,Aats-lys,FBgn0027084,8348
CG3832,Phm,FBgn0019948,8349
CG1765,EcR,FBgn0000546,8350
CG17116,Lip2,FBgn0024740,8351
CG14811,CG14811,FBgn0029590,8352
CG14331,CG14331,FBgn0038510,8353
CG14332,CG14332,FBgn0038509,8354
CG4677,lmd,FBgn0039039,8355
CG13086,CG13086,FBgn0032770,8356
CG13650,CG13650,FBgn0039277,8357
CG3078,CG3078,FBgn0023524,8358
CG1835,CG1835,FBgn0031127,8359
CG3689,CG3689,FBgn0035987,8360
CG31045,Mhcl,FBgn0026059,8361
CG8830,CG8830,FBgn0033738,8362
CG5149,CG5149,FBgn0031904,8363
CG6449,ninA,FBgn0036101,8364
CG3536,CG3536,FBgn0034775,8365
CG14583,CG14583,FBgn0040644,8366
Barcode Element,,,8367
CG14063,CG14063,FBgn0040618,8368
CG13542,CG13542,FBgn0034809,8369
CG15168,CG15168,FBgn0032732,8370
CG17567,CG17567,FBgn0040994,8371
CG33323,Fer1,FBgn0037475,8372
CG31005,CG31005,FBgn0051005,8373
CG32705,CG32705,FBgn0052705,8374
Barcode Element,,,8375
null,No Amplicon Gene Matches,,8376
CG4429,Rbp2,FBgn0010256,8377
null,No Amplicon Gene Matches,,8378
CG9742,CG9742,FBgn0030765,8379
CG9470,MtnA,FBgn0002868,8380
CG6024,CG6024,FBgn0036202,8381
null,No Amplicon Gene Matches,,8382
CG5097,MtnC,FBgn0038790,8383
CG30017,CG30017,FBgn0050017,8384
CG33466,Fs,FBgn0034004,8385
CG4270,CG4270,FBgn0031407,8386
CG32514,CG32514,FBgn0052514,8387
CG13159,CG13159,FBgn0033721,8388
CG32066,CG32066,FBgn0052066,8389
CG13434,CG13434,FBgn0034523,8390
CG1244,CG1244,FBgn0035357,8391
CG9339,CG9339,FBgn0032901,8392
CG9074,Mst57Da,FBgn0011668,8393
CG31062,side,FBgn0016061,8394
CG32940,Pif1,FBgn0052940,8395
CG31324,CG31324,FBgn0051324,8396
null,-,,8397
CG4482,mol,FBgn0028528,8398
CG13993,CG13993,FBgn0031776,8399
CG6703,Caki,FBgn0013759,8400
CG31659,CG31659,FBgn0051659,8401
CG13616,CG13616,FBgn0039200,8402
null,No Amplicon Gene Matches,,8403
CG5288,CG5288,FBgn0035950,8404
CG7970,CG7970,FBgn0035252,8405
CG8354,m6,FBgn0002632,8406
null,-,,8407
CG18412,ph-p,FBgn0004861,8408
CG33180,Ranbp16,FBgn0053180,8409
CG13420,CG13420,FBgn0038900,8410
CG18144,Hand,FBgn0032209,8411
CG8498,CG8498,FBgn0031992,8412
CG10555,CG10555,FBgn0030034,8413
CG4061,CG4061,FBgn0025630,8414
CG2160,Socs44A,FBgn0033266,8415
CG4798,l(2)k01209,FBgn0022029,8416
CG18347,CG18347,FBgn0037969,8417
CG17359,CG17359,FBgn0036396,8418
CG7773,fidipidine,FBgn0025519,8419
CG1921,sty,FBgn0014388,8420
CG14369,CG14369,FBgn0038159,8421
CG16791,CG16791,FBgn0038881,8422
CG33113,Rtnl1,FBgn0053113,8423
CG9074,Mst57Da,FBgn0011668,8424
null,spotting_soln,null,8425
CG4027,Act5C,FBgn0000042,8426
null,spotting_soln,null,8427
null,Ambion_Spike_5,null,8428
null,Ambion_Spike_6,null,8429
Scer\FLP1,Scer\FLP1,FBgn0014444,8430
T:Ecol\lacZ,T:Ecol\lacZ,FBgn0015311,8431
null,spotting_soln,null,8432
CG30186,Gr59c,FBgn0041235,8433
CG2508,CG2508,FBgn0032863,8434
CG13558,CG13558,FBgn0034869,8435
CG14079,CG14079,FBgn0036849,8436
CG12126,CG12126,FBgn0033280,8437
CG8549,CG8549,FBgn0035714,8438
CG14103,CG14103,FBgn0036908,8439
CG15873,CG15873,FBgn0035003,8440
CG5595,Sce,FBgn0003330,8441
CG7593,CG7593,FBgn0039687,8442
CG8924,CG8924,FBgn0030710,8443
CG9590,CG9590,FBgn0038360,8444
CG6667,dl,FBgn0000462,8445
CG16916,Rpt3,FBgn0028686,8446
CG6084,CG6084,FBgn0036182,8447
CG10392,Ogt,FBgn0040295,8448
CG31291,CG31291,FBgn0051291,8449
CG5692,raps,FBgn0040080,8450
CG4373,Cyp6d2,FBgn0034756,8451
null,-,,8452
CG4681,CG4681,FBgn0069913,8453
CG2033,RpS15Aa,FBgn0010198,8454
CG32702,CG32702,FBgn0052702,8455
CG6755,CG6755,FBgn0039066,8456
CG9666,CG9666,FBgn0036856,8457
CG14812,CG14812,FBgn0026090,8458
CG9987,CG9987,FBgn0032781,8459
CG15047,CG15047,FBgn0030938,8460
CG9015,en,FBgn0000577,8461
CG2765,CG2765,FBgn0035087,8462
CG6028,CG6028,FBgn0038924,8463
CG9968,Anxb11,FBgn0030749,8464
CG8121,CG8121,FBgn0037680,8465
CG7967,CG7967,FBgn0035251,8466
CG7009,CG7009,FBgn0038861,8467
CG2033,RpS15Aa,FBgn0010198,8468
CG15709,CG15709,FBgn0034100,8469
CG9316,CG9316,FBgn0032878,8470
CG13617,CG13617,FBgn0039201,8471
CG11911,CG11911,FBgn0031249,8472
CG4230,CG4230,FBgn0031683,8473
CG4947,CG4947,FBgn0031321,8474
CG1791,CG1791,FBgn0030163,8475
CG10365,CG10365,FBgn0039109,8476
CG10585,CG10585,FBgn0037044,8477
CG4260,&agr;-Adaptin,FBgn0015567,8478
CG13310,CG13310,FBgn0035928,8479
CG4274,fzy,FBgn0001086,8480
CG1259,CG1259,FBgn0035513,8481
CG13055,CG13055,FBgn0036583,8482
CG13185,CG13185,FBgn0033661,8483
CG10419,CG10419,FBgn0036850,8484
CG3109,mRpL16,FBgn0023519,8485
CG1832,CG1832,FBgn0032979,8486
CG11796,CG11796,FBgn0036992,8487
CG7530,CG7530,FBgn0038256,8488
CG13082,CG13082,FBgn0032803,8489
CG3925,CG3925,FBgn0037780,8490
CG32365,CG32365,FBgn0052365,8491
CG2727,emp,FBgn0010435,8492
CG2543,CG2543,FBgn0030407,8493
CG5735,CG5735,FBgn0035938,8494
CG17843,CG17843,FBgn0038919,8495
CG3830,vg,FBgn0003975,8496
CG31976,CG31976,FBgn0051976,8497
CG14422,CG14422,FBgn0029645,8498
CG8221,Amyrel,FBgn0020506,8499
CG13207,nompA,FBgn0016047,8500
null,-,,8501
CG5964,CG5964,FBgn0036206,8502
CG4962,CG4962,FBgn0036597,8503
CG12822,CG12822,FBgn0033229,8504
CG15561,CG15561,FBgn0039829,8505
CG15080,CG15080,FBgn0034391,8506
CG12377,CG12377,FBgn0037168,8507
CG8280,Ef1&agr;48D,FBgn0000556,8508
CG14005,CG14005,FBgn0031739,8509
CG5558,CG5558,FBgn0038684,8510
CG3894,CG3894,FBgn0035059,8511
CG14023,CG14023,FBgn0031698,8512
CG7133,CG7133,FBgn0037150,8513
CG32687,CG32687,FBgn0052687,8514
CG6637,CG6637,FBgn0038908,8515
CG18243,Ptp52F,FBgn0034085,8516
null,No Amplicon Gene Matches,,8517
CG13813,CG13813,FBgn0036956,8518
CG3871,Six4,FBgn0027364,8519
CG31100,CG31100,FBgn0051100,8520
CG6675,CG6675,FBgn0032973,8521
CG5186,slim,FBgn0026173,8522
CG1453,Klp10A,FBgn0030268,8523
CG1971,CG1971,FBgn0039881,8524
CG6937,CG6937,FBgn0038989,8525
CG12084,CG12084,FBgn0043458,8526
CG13349,CG13349,FBgn0033886,8527
CG1440,CG1440,FBgn0030038,8528
CG14296,endoA,FBgn0038659,8529
CG7210,kel,FBgn0001301,8530
CG4064,CG4064,FBgn0029808,8531
CG10595,d,FBgn0000410,8532
CG4083,Mo25,FBgn0017572,8533
CG1975,Rep2,FBgn0028408,8534
CG3687,CG3687,FBgn0034097,8535
CG4375,CG4375,FBgn0031295,8536
CG6176,Grip75,FBgn0026431,8537
CG5938,CG5938,FBgn0046247,8538
CG5688,Grip163,FBgn0026432,8539
CG11081,plexA,FBgn0025741,8540
CG7527,CadN2,FBgn0032655,8541
CG8831,CG8831,FBgn0033737,8542
CG5722,NPC1,FBgn0024320,8543
CG9050,CG9050,FBgn0031755,8544
CG17264,CG17264,FBgn0031490,8545
CG14904,Scp2,FBgn0020907,8546
CG16743,CG16743,FBgn0032322,8547
CG14913,CG14913,FBgn0032331,8548
CG5953,CG5953,FBgn0032587,8549
CG2984,Pp2C1,FBgn0022768,8550
CG9430,CG9430,FBgn0033097,8551
CG8476,CG8476,FBgn0038127,8552
CG1506,Ac3,FBgn0023416,8553
CG31213,CG31213,FBgn0051213,8554
CG32594,CG32594,FBgn0052594,8555
CG3014,CG3014,FBgn0037519,8556
CG9745,D1,FBgn0000412,8557
CG17060,Rab10,FBgn0015789,8558
CG15482,CG15482,FBgn0032483,8559
CG14995,CG14995,FBgn0035497,8560
CG6846,RpL26,FBgn0036825,8561
CG9318,CG9318,FBgn0032880,8562
CG10341,CG10341,FBgn0032701,8563
CG15504,dmrt99B,FBgn0039683,8564
CG6856,CG6856,FBgn0036819,8565
null,-,,8566
CG9778,CG9778,FBgn0037233,8567
CG10682,vihar,FBgn0027936,8568
CG11249,CG11249,FBgn0037115,8569
CG7369,CG7369,FBgn0037188,8570
CG8192,CG8192,FBgn0034030,8571
CG4786,CG4786,FBgn0037012,8572
CG1662,CG1662,FBgn0030481,8573
CG17530,GstE6,FBgn0063494,8574
CG1958,CG1958,FBgn0029940,8575
CG7368,CG7368,FBgn0036179,8576
CG33287,CG33287,FBgn0053287,8577
CG1965,CG1965,FBgn0037466,8578
CG31462,CG31462,FBgn0051462,8579
CG4807,ab,FBgn0000011,8580
CG8064,CG8064,FBgn0038597,8581
CG11417,CG11417,FBgn0024364,8582
CG5047,CG5047,FBgn0037008,8583
CG1803,regucalcin,FBgn0030362,8584
CG7728,CG7728,FBgn0036686,8585
CG7730,CG7730,FBgn0036689,8586
CG1980,dj,FBgn0019828,8587
CG7961,&agr;Cop,FBgn0025725,8588
CG11012,Ugt37a1,FBgn0026756,8589
CG7737,CG7737,FBgn0033584,8590
CG4676,CG4676,FBgn0033815,8591
CG1976,RhoGAP100F,FBgn0039883,8592
CG32377,CG32377,FBgn0052377,8593
CG11922,fd96Cb,FBgn0004898,8594
CG5358,Art4,FBgn0037770,8595
CG13654,CG13654,FBgn0039290,8596
CG3443,pcx,FBgn0003048,8597
CG13114,CG13114,FBgn0032127,8598
CG5478,CG5478,FBgn0038386,8599
CG13123,CG13123,FBgn0032150,8600
CG3376,CG3376,FBgn0034997,8601
CG10228,l(2)k08015,FBgn0022063,8602
CG3456,Mct1,FBgn0023549,8603
CG3396,Ocho,FBgn0040296,8604
CG17019,CG17019,FBgn0033783,8605
CG13676,CG13676,FBgn0035844,8606
CG17078,CG17078,FBgn0031243,8607
CG5393,apt,FBgn0015903,8608
CG12007,CG12007,FBgn0037293,8609
CG8457,Cyp6t3,FBgn0033697,8610
CG10324,CG10324,FBgn0038454,8611
CG13248,CG13248,FBgn0036984,8612
CG13766,CG13766,FBgn0031834,8613
CG17654,Eno,FBgn0000579,8614
CG13783,CG13783,FBgn0031892,8615
CG17795,mthl2,FBgn0035623,8616
CG10788,ng3,FBgn0010295,8617
CG1090,CG1090,FBgn0037238,8618
CG3869,Marf,FBgn0029870,8619
null,Amplicon Hits Multiple Gene Regions,,8620
CG5527,CG5527,FBgn0039564,8621
CG17381,CG17381,FBgn0039079,8622
CG13312,CG13312,FBgn0035931,8623
CG18472,CG18472,FBgn0039463,8624
CG10594,spo,FBgn0003486,8625
CG10597,CG10597,FBgn0030832,8626
null,-,,8627
CG15125,CG15125,FBgn0034463,8628
CG3702,CG3702,FBgn0031590,8629
CG1354,CG1354,FBgn0030151,8630
CG3246,CG3246,FBgn0031538,8631
CG1240,CG1240,FBgn0035370,8632
CG6622,Pkc53E,FBgn0003091,8633
CG3743,MTF-1,FBgn0040305,8634
CG10669,CG10669,FBgn0039329,8635
CG18636,CG18636,FBgn0032551,8636
null,Amplicon Hits Multiple Gene Regions,,8637
CG9168,CG9168,FBgn0035216,8638
CG13972,CG13972,FBgn0039522,8639
CG18128,CG18128,FBgn0034898,8640
CG15159,CG15159,FBgn0032687,8641
CG18336,CG18336,FBgn0040763,8642
CG12240,DnaJ-60,FBgn0020129,8643
CG4300,CG4300,FBgn0036272,8644
CG9277,&bgr;Tub56D,FBgn0003887,8645
CG17689,CG17689,FBgn0036374,8646
CG9271,Vm34Ca,FBgn0003983,8647
CG5874,CG5874,FBgn0038872,8648
CG5758,CG5758,FBgn0032666,8649
CG9363,CG9363,FBgn0037697,8650
CG12664,ld14,FBgn0030090,8651
CG31052,CG31052,FBgn0051052,8652
CG4095,CG4095,FBgn0029890,8653
CG9023,Drip,FBgn0015872,8654
CG6006,CG6006,FBgn0063649,8655
CG14817,CG14817,FBgn0026089,8656
CG13656,CG13656,FBgn0039307,8657
CG12912,CG12912,FBgn0033497,8658
CG11233,l(1)19Ec,FBgn0001560,8659
null,No Amplicon Gene Matches,,8660
CG8580,CG8580,FBgn0035773,8661
CG3397,CG3397,FBgn0037975,8662
CG15616,Acp53C14b,FBgn0034153,8663
CG5400,Eh,FBgn0000564,8664
CG30498,boca,FBgn0004132,8665
CG13211,CG13211,FBgn0033613,8666
CG4893,CG4893,FBgn0036616,8667
CG14499,CG14499,FBgn0034317,8668
CG33070,CG33070,FBgn0053070,8669
CG33113,Rtnl1,FBgn0053113,8670
CG33484,zormin,FBgn0052311,8671
CG5671,Pten,FBgn0026379,8672
CG16858,vkg,FBgn0016075,8673
CG5313,RfC3,FBgn0032244,8674
CG6527,CG6527,FBgn0036085,8675
CG11352,jim,FBgn0027339,8676
CG4249,c(2)M,FBgn0028525,8677
CG8531,CG8531,FBgn0033918,8678
CG12414,nAcR&agr;-80B,FBgn0037212,8679
CG12963,CG12963,FBgn0034031,8680
CG32549,CG32549,FBgn0052549,8681
CG13713,CG13713,FBgn0042199,8682
CG7638,CG7638,FBgn0036133,8683
CG12938,CG12938,FBgn0033554,8684
CG7100,CadN,FBgn0015609,8685
CG7107,up,FBgn0004169,8686
CG1537,CG1537,FBgn0030260,8687
CG13791,CG13791,FBgn0031923,8688
CG6800,CG6800,FBgn0038902,8689
null,No Amplicon Gene Matches,,8690
CG17828,mod(r),FBgn0016038,8691
CG13914,CG13914,FBgn0035209,8692
null,No Amplicon Gene Matches,,8693
CG13952,CG13952,FBgn0033415,8694
CG14025,Bsg25D,FBgn0000228,8695
CG13524,Obp58c,FBgn0034769,8696
CG14216,CG14216,FBgn0031054,8697
CG30372,CG30372,FBgn0050372,8698
CG18358,CG18358,FBgn0030782,8699
CG14222,CG14222,FBgn0031043,8700
CG17041,CG17041,FBgn0033822,8701
CG14133,CG14133,FBgn0036192,8702
CG15782,CG15782,FBgn0029773,8703
CG15335,CG15335,FBgn0030001,8704
CG4195,l(3)73Ah,FBgn0002283,8705
CG11666,CG11666,FBgn0040648,8706
CG10126,CG10126,FBgn0038088,8707
CG11963,CG11963,FBgn0037643,8708
CG32538,nAcR&agr;-18C,FBgn0031014,8709
CG11182,PHDP,FBgn0025334,8710
CG12210,Syb,FBgn0003660,8711
CG8674,l(2)k14505,FBgn0021856,8712
CG11785,bai,FBgn0045866,8713
CG6762,CG6762,FBgn0030876,8714
CG31298,beat-Vb,FBgn0038092,8715
null,No Amplicon Gene Matches,,8716
CG14407,CG14407,FBgn0030584,8717
CG10247,Cyp6a21,FBgn0033981,8718
CG32736,CG32736,FBgn0052736,8719
CG31619,CG31619,FBgn0051619,8720
CG14809,CG14809,FBgn0040898,8721
CG11626,CG11626,FBgn0038705,8722
CG31221,CG31221,FBgn0051221,8723
CG17389,CG17389,FBgn0033938,8724
CG15024,CG15024,FBgn0040699,8725
CG18530,CG18530,FBgn0042207,8726
CG12899,CG12899,FBgn0040771,8727
CG4502,CG4502,FBgn0031896,8728
CG11985,CG11985,FBgn0040534,8729
CG33130,l(2)k07433,FBgn0022085,8730
CG15138,beat-IIIc,FBgn0032629,8731
CG11293,CG11293,FBgn0034889,8732
CG32405,CG32405,FBgn0052405,8733
CG7879,CG7879,FBgn0035235,8734
CG11254,mael,FBgn0016034,8735
CG11072,CG11072,FBgn0030535,8736
CG5620,CG5620,FBgn0036268,8737
CG8228,CG8228,FBgn0037711,8738
CG12147,CG12147,FBgn0037325,8739
CG10321,CG10321,FBgn0034643,8740
CG3578,bi,FBgn0000179,8741
CG17186,CG17186,FBgn0038741,8742
CG6756,Tom70,FBgn0032397,8743
CG17885,Or1a,FBgn0029521,8744
CG11129,Yp3,FBgn0004047,8745
CG8816,CG8816,FBgn0033754,8746
CG5266,Pros25,FBgn0010405,8747
CG3915,Drl-2,FBgn0033791,8748
null,spotting_soln,null,8749
CG4027,Act5C,FBgn0000042,8750
null,spotting_soln,null,8751
null,Ambion_Spike_7,null,8752
null,Ambion_Spike_8,null,8753
null,no_primer,null,8754
T:Scer\GAL4,T:Scer\GAL4,FBgn0026021,8755
null,spotting_soln,null,8756
CG3792,CG3792,FBgn0031662,8757
CG3593,r-l,FBgn0003257,8758
CG9593,CG9593,FBgn0038365,8759
CG14644,CG14644,FBgn0037226,8760
CG15226,CG15226,FBgn0034550,8761
CG14662,CG14662,FBgn0037291,8762
CG14670,CG14670,FBgn0037332,8763
CG33349,CG33349,FBgn0053349,8764
CG5608,CG5608,FBgn0038058,8765
CG8959,CG8959,FBgn0030691,8766
CG31729,CG31729,FBgn0051729,8767
CG11084,pk,FBgn0003090,8768
CG2331,TER94,FBgn0024923,8769
CG14772,CG14772,FBgn0029577,8770
CG11949,cora,FBgn0010434,8771
CG4328,CG4328,FBgn0036274,8772
CG17903,Cyt-c-p,FBgn0000409,8773
CG9342,CG9342,FBgn0032904,8774
null,Amplicon Hits Multiple Gene Regions,,8775
CG9961,CG9961,FBgn0031451,8776
CG12690,CHES-1-like,FBgn0029504,8777
CG6953,fat-spondin,FBgn0026721,8778
CG15015,Cip4,FBgn0035533,8779
CG9484,hyd,FBgn0002431,8780
CG11471,Aats-ile,FBgn0027086,8781
CG15475,CG15475,FBgn0032867,8782
CG12697,Or13a,FBgn0030715,8783
CG1623,CG1623,FBgn0033448,8784
CG14998,CG14998,FBgn0035500,8785
CG5022,CG5022,FBgn0032225,8786
CG9884,oaf,FBgn0011818,8787
CG4598,CG4598,FBgn0032160,8788
CG7299,CG7299,FBgn0032282,8789
CG10508,CG10508,FBgn0037060,8790
CG3187,Sirt4,FBgn0029783,8791
null,-,,8792
CG30412,CG30412,FBgn0050412,8793
CG8270,CG8270,FBgn0035703,8794
CG9537,DLP,FBgn0031820,8795
CG17246,Scs-fp,FBgn0017539,8796
CG10971,CG10971,FBgn0036309,8797
CG9854,hrg,FBgn0015949,8798
CG8451,CG8451,FBgn0031998,8799
CG4829,CG4829,FBgn0030796,8800
CG8044,CG8044,FBgn0035829,8801
CG4291,CG4291,FBgn0031287,8802
CG1956,R,FBgn0004636,8803
CG18492,Tak1,FBgn0026323,8804
CG6203,Fmr1,FBgn0028734,8805
CG11779,CG11779,FBgn0038683,8806
CG32703,CG32703,FBgn0052703,8807
CG9299,CG9299,FBgn0036881,8808
CG5623,CG5623,FBgn0038357,8809
CG8647,CG8647,FBgn0035729,8810
CG4394,Traf3,FBgn0030748,8811
CG4596,CG4596,FBgn0037849,8812
CG17166,mRpL39,FBgn0036462,8813
CG8309,CG8309,FBgn0033902,8814
CG31251,CG31251,FBgn0051251,8815
CG17666,CG17666,FBgn0036311,8816
CG4952,dac,FBgn0005677,8817
CG14341,CG14341,FBgn0031315,8818
CG6499,CG6499,FBgn0038309,8819
CG7236,CG7236,FBgn0031730,8820
CG10014,CG10014,FBgn0038000,8821
CG15443,CG15443,FBgn0031609,8822
CG6472,CG6472,FBgn0034166,8823
CG31098,CG31098,FBgn0051098,8824
CG9109,CG9109,FBgn0031765,8825
CG33180,Ranbp16,FBgn0053180,8826
CG9520,CG9520,FBgn0032078,8827
CG13387,emb,FBgn0020497,8828
CG3523,CG3523,FBgn0027571,8829
CG10516,CG10516,FBgn0036549,8830
CG14043,CG14043,FBgn0031659,8831
CG31714,CG31714,FBgn0032180,8832
CG14061,CG14061,FBgn0039598,8833
CG8920,CG8920,FBgn0027529,8834
CG14617,CG14617,FBgn0031191,8835
CG8526,CG8526,FBgn0037759,8836
CG12362,CG12362,FBgn0036082,8837
CG14692,CG14692,FBgn0037836,8838
CG12990,CG12990,FBgn0030859,8839
CG12052,lola,FBgn0005630,8840
CG18389,Eip93F,FBgn0013948,8841
CG9177,eIF5,FBgn0030719,8842
CG2911,CG2911,FBgn0037350,8843
CG5897,CG5897,FBgn0036220,8844
CG9640,CG9640,FBgn0034182,8845
CG12396,Nnp-1,FBgn0022069,8846
CG9656,grn,FBgn0001138,8847
CG30036,CG30036,FBgn0050036,8848
CG11508,CG11508,FBgn0033267,8849
CG9977,CG9977,FBgn0035371,8850
CG14230,CG14230,FBgn0031062,8851
CG6354,Rb97D,FBgn0004903,8852
CG9657,CG9657,FBgn0029950,8853
CG1702,CG1702,FBgn0031117,8854
CG3248,CG3248,FBgn0031536,8855
null,Amplicon Hits Multiple Gene Regions,,8856
CG32677,CG32677,FBgn0052677,8857
CG14814,CG14814,FBgn0023515,8858
CG15358,CG15358,FBgn0031373,8859
CG14827,mei-P22,FBgn0016036,8860
CG33519,CG33519,FBgn0053519,8861
CG32262,CG32262,FBgn0052262,8862
CG32575,hang,FBgn0026575,8863
CG6746,CG6746,FBgn0032394,8864
CG11502,svp,FBgn0003651,8865
CG32575,hang,FBgn0026575,8866
CG6750,CG6750,FBgn0032292,8867
CG3891,CG3891,FBgn0035993,8868
CG17888,Pdp1,FBgn0016694,8869
CG31928,CG31928,FBgn0051928,8870
null,No Amplicon Gene Matches,,8871
CG5098,CG5098,FBgn0034300,8872
CG4877,CG4877,FBgn0036624,8873
CG4705,CG4705,FBgn0032339,8874
CG2637,Fs(2)Ket,FBgn0000986,8875
CG4712,CG4712,FBgn0033818,8876
CG8712,CG8712,FBgn0033258,8877
CG18810,CG18810,FBgn0042133,8878
CG31119,CG31119,FBgn0051119,8879
CG6741,a,FBgn0000008,8880
CG12489,Dnr1,FBgn0034738,8881
CG1765,EcR,FBgn0000546,8882
CG4730,CG4730,FBgn0039355,8883
CG7632,CG7632,FBgn0037071,8884
CG15104,Topors,FBgn0034410,8885
CG12864,Su(var)2-HP2,FBgn0026427,8886
CG6292,CycT,FBgn0025455,8887
CG6057,SMC1,FBgn0040283,8888
CG31762,aret,FBgn0000114,8889
CG11209,ppk6,FBgn0034489,8890
CG12906,Gr47a,FBgn0041242,8891
CG8385,Arf79F,FBgn0010348,8892
CG3114,ewg,FBgn0005427,8893
CG9805,eIF3-S10,FBgn0037249,8894
CG1049,Cct1,FBgn0041342,8895
CG10109,L,FBgn0001332,8896
CG12701,CG12701,FBgn0031071,8897
CG31933,CG31933,FBgn0051933,8898
CG31075,CG31075,FBgn0051075,8899
CG10129,ndl,FBgn0002926,8900
CG5753,stau,FBgn0003520,8901
null,Amplicon Hits Multiple Gene Regions,,8902
CG10421,Cad96Cb,FBgn0039294,8903
CG3117,CG3117,FBgn0031471,8904
CG3330,CG3330,FBgn0039511,8905
CG30391,CG30391,FBgn0050391,8906
CG11819,CG11819,FBgn0039268,8907
CG6337,CG6337,FBgn0033873,8908
CG11642,CG11642,FBgn0040340,8909
CG11775,CG11775,FBgn0037630,8910
CG12212,peb,FBgn0003053,8911
null,Amplicon Hits Multiple Gene Regions,,8912
CG32776,CG32776,FBgn0052776,8913
CG9918,CG9918,FBgn0038201,8914
CG10188,CG10188,FBgn0032796,8915
CG12213,CG12213,FBgn0037968,8916
CG31025,CG31025,FBgn0051025,8917
CG11360,CG11360,FBgn0039920,8918
CG1841,CG1841,FBgn0030330,8919
CG31094,LpR1,FBgn0066101,8920
CG2003,CG2003,FBgn0039886,8921
CG30384,CG30384,FBgn0050384,8922
CG4630,CG4630,FBgn0033809,8923
CG17200,Ugt86Dg,FBgn0040253,8924
CG11376,CG11376,FBgn0031216,8925
CG12117,Sptr,FBgn0014032,8926
CG8257,CG8257,FBgn0033900,8927
CG13425,bl,FBgn0015907,8928
CG31151,CG31151,FBgn0051151,8929
CG13384,CG13384,FBgn0032036,8930
CG12109,Caf1-180,FBgn0030054,8931
CG7865,PNGase,FBgn0033050,8932
CG4931,Sra-1,FBgn0038320,8933
