gene,fbgn,gene_transcript_start,fc3.count,fc4.count,fc5.count,fc6.count,p,q
CG4747,FBgn0043456,CG4747-PA-1321,1,0,2,3,0.220871050906604,0.573216705281624
CG4747,FBgn0043456,CG4747-PA-1690,0,0,2,1,0.251132937662243,0.573216705281624
CG4747,FBgn0043456,CG4747-PA-877,0,0,2,1,0.251132937662243,0.573216705281624
CG4749,FBgn0031308,CG4749-PA-1138,7,11,3,9,0.21057159594775,0.573216705281624
CG4751,FBgn0032348,CG4751-PA-3555,1,2,0,0,0.251132937662243,0.573216705281624
CG4752,FBgn0034733,CG4752-PA-1637,0,0,3,0,0.251132937662243,0.573216705281624
CG4753,FBgn0036622,CG4753-PA-714,0,0,1,2,0.251132937662243,0.573216705281624
CG4769,FBgn0035600,CG4769-PA-581,0,0,2,1,0.251132937662243,0.573216705281624
CG4802,FBgn0034215,CG4802-PA-219,1,2,0,0,0.251132937662243,0.573216705281624
CG4802,FBgn0034215,CG4802-PA-847,9,4,20,5,0.229073059807911,0.573216705281624
CG4806,FBgn0260456,CG4806-PA-1059,8,10,3,9,0.21057159594775,0.573216705281624
CG4849,FBgn0039566,CG4849-PA-711,5,12,16,15,0.209228176257782,0.573216705281624
CG4866,FBgn0034232,CG4866-PA-485,2,1,0,0,0.251132937662243,0.573216705281624
CG4872,FBgn0030799,CG4872-PA-343,1,0,3,2,0.220871050906604,0.573216705281624
CG4872,FBgn0030799,CG4872-PA-990,11,11,18,19,0.240436821093673,0.573216705281624
CG4896,FBgn0031319,CG4896-PC-918,0,0,3,0,0.251132937662243,0.573216705281624
CG4901,FBgn0032194,CG4901-PA-1527,1,2,0,0,0.251132937662243,0.573216705281624
CG4901,FBgn0032194,CG4901-PA-723,14,12,23,20,0.232396106047585,0.573216705281624
CG4911,FBgn0035959,CG4911-PA-213,0,0,2,1,0.251132937662243,0.573216705281624
CG4911,FBgn0035959,CG4911-PA-355,0,1,3,2,0.220871050906604,0.573216705281624
CG4911,FBgn0035959,CG4911-PA-372,1,2,0,0,0.251132937662243,0.573216705281624
CG4933,FBgn0036615,CG4933-PA-917,2,1,5,4,0.227207031129561,0.573216705281624
CG4936,FBgn0038768,CG4936-PA-1218,120,135,139,132,0.234539942593447,0.573216705281624
CG4972,FBgn0032217,CG4972-PA-286,0,3,0,0,0.251132937662243,0.573216705281624
CG4972,FBgn0032217,CG4972-PA-69,17,16,28,24,0.234727402860284,0.573216705281624
CG4973,FBgn0038772,CG4973-PA-394,18,28,40,31,0.228037718282047,0.573216705281624
CG4980,FBgn0039558,CG4980-PA-214,0,0,3,0,0.251132937662243,0.573216705281624
CG4980,FBgn0039558,CG4980-PA-366,0,0,2,1,0.251132937662243,0.573216705281624
CG4980,FBgn0039558,CG4980-PA-67,2,1,0,0,0.251132937662243,0.573216705281624
CG4996,FBgn0034271,CG4996-PA-750,0,3,2,7,0.230439378280186,0.573216705281624
CG4996,FBgn0034271,CG4996-PA-870,1,2,0,0,0.251132937662243,0.573216705281624
CG5001,FBgn0031322,CG5001-PA-433,1,2,0,0,0.251132937662243,0.573216705281624
CG5011,FBgn0040723,CG5011-PA-181,1,2,0,0,0.251132937662243,0.573216705281624
CG5022,FBgn0032225,CG5022-PA-1130,3,4,2,1,0.227207031129561,0.573216705281624
CG5026,FBgn0035945,CG5026-PA-495,0,0,1,2,0.251132937662243,0.573216705281624
CG5028,FBgn0039358,CG5028-PA-172,0,0,2,1,0.251132937662243,0.573216705281624
CG5033,FBgn0028744,CG5033-PA-2168,2,1,0,0,0.251132937662243,0.573216705281624
CG5037,FBgn0032222,CG5037-PA-274,0,0,3,0,0.251132937662243,0.573216705281624
CG5037,FBgn0032222,CG5037-PA-673,0,0,0,3,0.251132937662243,0.573216705281624
CG5038,FBgn0038324,CG5038-PA-36,0,0,1,2,0.251132937662243,0.573216705281624
CG5044,FBgn0038326,CG5044-PA-424,2,1,0,0,0.251132937662243,0.573216705281624
CG5050,FBgn0032637,CG5050-PA-132,0,0,2,1,0.251132937662243,0.573216705281624
CG5065,FBgn0034145,CG5065-PA-1125,0,3,0,0,0.251132937662243,0.573216705281624
CG5065,FBgn0034145,CG5065-PA-1311,0,0,2,1,0.251132937662243,0.573216705281624
CG5096,FBgn0032235,CG5096-PA-873,16,16,12,15,0.248588800558186,0.573216705281624
CG5098,FBgn0034300,CG5098-PA-3102,1,2,0,0,0.251132937662243,0.573216705281624
CG5098,FBgn0034300,CG5098-PA-886,0,0,0,3,0.251132937662243,0.573216705281624
CG5104,FBgn0037009,CG5104-PB-310,0,1,3,2,0.220871050906604,0.573216705281624
CG5114,FBgn0036460,CG5114-PA-531,306,352,437,406,0.232677061274677,0.573216705281624
CG5118,FBgn0031317,CG5118-PA-169,3,0,0,0,0.251132937662243,0.573216705281624
CG5167,FBgn0038038,CG5167-PA-365,6,6,10,13,0.231461631068446,0.573216705281624
CG5168,FBgn0032246,CG5168-PA-494,79,72,74,80,0.224590924129784,0.573216705281624
CG5190,FBgn0034351,CG5190-PA-558,0,0,0,3,0.251132937662243,0.573216705281624
CG5190,FBgn0034351,CG5190-PA-589,0,0,2,1,0.251132937662243,0.573216705281624
CG5191,FBgn0038803,CG5191-PA-381,0,0,2,1,0.251132937662243,0.573216705281624
CG5196,FBgn0038039,CG5196-PA-1247,3,0,0,0,0.251132937662243,0.573216705281624
CG5196,FBgn0038039,CG5196-PA-365,2,1,0,0,0.251132937662243,0.573216705281624
CG5198,FBgn0032250,CG5198-PA-405,0,0,3,0,0.251132937662243,0.573216705281624
CG5225,FBgn0038468,CG5225-PA-1180,0,0,1,2,0.251132937662243,0.573216705281624
CG5245,FBgn0038047,CG5245-PA-1296,16,6,7,10,0.212615841544401,0.573216705281624
CG5254,FBgn0040383,CG5254-PA-567,10,15,13,7,0.248216491841257,0.573216705281624
CG5270,FBgn0037897,CG5270-PB-1892,0,0,2,1,0.251132937662243,0.573216705281624
CG5270,FBgn0037897,CG5270-PB-4350,0,0,0,3,0.251132937662243,0.573216705281624
CG5270,FBgn0037897,CG5270-PB-4711,0,0,1,2,0.251132937662243,0.573216705281624
CG5316,FBgn0038704,CG5316-PB-736,1,0,2,3,0.220871050906604,0.573216705281624
CG5322,FBgn0032253,CG5322-PA-744,0,0,2,1,0.251132937662243,0.573216705281624
CG5325,FBgn0032407,CG5325-PA-195,1,2,0,0,0.251132937662243,0.573216705281624
CG5342,FBgn0037916,CG5342-PB-996,0,3,0,0,0.251132937662243,0.573216705281624
CG5343,FBgn0032248,CG5343-PA-366,3,0,0,0,0.251132937662243,0.573216705281624
CG5346,FBgn0038981,CG5346-PA-162,0,0,1,2,0.251132937662243,0.573216705281624
CG5346,FBgn0038981,CG5346-PA-528,0,3,0,0,0.251132937662243,0.573216705281624
CG5355,FBgn0032242,CG5355-PA-535,0,0,2,1,0.251132937662243,0.573216705281624
CG5385,FBgn0032215,CG5385-PA-415,2,1,0,0,0.251132937662243,0.573216705281624
CG5385,FBgn0032215,CG5385-PA-550,2,1,0,0,0.251132937662243,0.573216705281624
CG5397,FBgn0031327,CG5397-PA-507,1,2,0,0,0.251132937662243,0.573216705281624
CG5435,FBgn0032431,CG5435-PA-130,5,5,4,2,0.211029624140385,0.573216705281624
CG5439,FBgn0032476,CG5439-PA-51,2,1,0,0,0.251132937662243,0.573216705281624
CG5463,FBgn0039153,CG5463-PA-282,3,0,0,0,0.251132937662243,0.573216705281624
CG5466,FBgn0038815,CG5466-PA-1498,0,1,4,1,0.220871050906604,0.573216705281624
CG5510,FBgn0039160,CG5510-PA-460,1,2,0,0,0.251132937662243,0.573216705281624
CG5510,FBgn0039160,CG5510-PA-702,188,181,232,249,0.24781185297372,0.573216705281624
CG5521,FBgn0039466,CG5521-PA-4807,2,1,0,0,0.251132937662243,0.573216705281624
CG5522,FBgn0034158,CG5522-PA-789,2,1,3,6,0.230439378280186,0.573216705281624
CG5527,FBgn0039564,CG5527-PA-1574,2,1,0,0,0.251132937662243,0.573216705281624
CG5527,FBgn0039564,CG5527-PA-1621,2,1,0,0,0.251132937662243,0.573216705281624
CG5535,FBgn0036764,CG5535-PB-1215,2,1,0,0,0.251132937662243,0.573216705281624
CG5537,FBgn0035639,CG5537-PA-564,11,21,15,11,0.211832093535067,0.573216705281624
CG5541,FBgn0030603,CG5541-PA-1197,15,14,15,8,0.214571299509017,0.573216705281624
CG5543,FBgn0034908,CG5543-PA-825,8,12,20,15,0.223435595295538,0.573216705281624
CG5548,FBgn0030605,CG5548-PA-24,8,14,10,7,0.212615841544401,0.573216705281624
CG5555,FBgn0038686,CG5555-PA-1141,3,0,0,0,0.251132937662243,0.573216705281624
CG5585,FBgn0036973,CG5585-PA-1270,1,2,0,0,0.251132937662243,0.573216705281624
CG5589,FBgn0036754,CG5589-PA-677,2,1,0,0,0.251132937662243,0.573216705281624
CG5590,FBgn0039537,CG5590-PA-1152,179,193,285,218,0.235960413987478,0.573216705281624
CG5599,FBgn0030612,CG5599-PA-32,1,2,0,0,0.251132937662243,0.573216705281624
CG5604,FBgn0032208,CG5604-PA-4108,0,0,1,2,0.251132937662243,0.573216705281624
CG5604,FBgn0032208,CG5604-PA-6741,3,4,11,5,0.217902494806893,0.573216705281624
CG5604,FBgn0032208,CG5604-PA-7921,0,3,0,0,0.251132937662243,0.573216705281624
CG5608,FBgn0038058,CG5608-PA-587,1,2,0,0,0.251132937662243,0.573216705281624
CG5618,FBgn0036975,CG5618-PA-1423,1,2,0,0,0.251132937662243,0.573216705281624
CG5641,FBgn0038046,CG5641-PA-450,21,23,37,30,0.2212308788935,0.573216705281624
CG5662,FBgn0030620,CG5662-PA-718,1,2,6,3,0.230439378280186,0.573216705281624
CG5674,FBgn0032656,CG5674-PA-850,0,0,0,3,0.251132937662243,0.573216705281624
CG5703,FBgn0030853,CG5703-PA-196,0,0,1,2,0.251132937662243,0.573216705281624
CG5703,FBgn0030853,CG5703-PA-562,3,0,0,0,0.251132937662243,0.573216705281624
CG5705,FBgn0032486,CG5705-PA-235,2,1,0,0,0.251132937662243,0.573216705281624
CG5720,FBgn0028471,CG5720-PA-2686,1,2,4,5,0.227207031129561,0.573216705281624
CG5721,FBgn0034315,CG5721-PA-529,3,0,0,0,0.251132937662243,0.573216705281624
CG5721,FBgn0034315,CG5721-PA-550,3,0,6,3,0.230439378280186,0.573216705281624
CG5721,FBgn0034315,CG5721-PA-556,2,1,0,0,0.251132937662243,0.573216705281624
CG5727,FBgn0032193,CG5727-PA-37,1,2,0,0,0.251132937662243,0.573216705281624
CG5728,FBgn0039182,CG5728-PA-2131,0,0,2,1,0.251132937662243,0.573216705281624
CG5728,FBgn0039182,CG5728-PA-2148,0,0,1,2,0.251132937662243,0.573216705281624
CG5734,FBgn0032191,CG5734-PA-590,0,0,2,1,0.251132937662243,0.573216705281624
CG5742,FBgn0034304,CG5742-PA-603,0,3,0,0,0.251132937662243,0.573216705281624
CG5745,FBgn0038855,CG5745-PA-301,0,0,3,0,0.251132937662243,0.573216705281624
CG5746,FBgn0039186,CG5746-PA-141,2,1,0,0,0.251132937662243,0.573216705281624
CG5758,FBgn0032666,CG5758-PA-1624,1,2,0,0,0.251132937662243,0.573216705281624
CG5776,FBgn0032450,CG5776-PA-1749,0,0,3,0,0.251132937662243,0.573216705281624
CG5776,FBgn0032450,CG5776-PA-505,0,1,2,3,0.220871050906604,0.573216705281624
CG5787,FBgn0032454,CG5787-PA-2753,4,8,10,13,0.231461631068446,0.573216705281624
CG5789,FBgn0039207,CG5789-PA-2691,6,4,1,4,0.215613468211147,0.573216705281624
CG5794,FBgn0039214,CG5794-PD-6102,3,0,4,5,0.230439378280186,0.573216705281624
CG5800,FBgn0030855,CG5800-PA-1318,0,0,1,2,0.251132937662243,0.573216705281624
CG5800,FBgn0030855,CG5800-PA-946,0,0,1,2,0.251132937662243,0.573216705281624
CG5802,FBgn0250820,CG5802-PA-637,1,2,0,0,0.251132937662243,0.573216705281624
CG5828,FBgn0031682,CG5828-PA-108,0,3,0,0,0.251132937662243,0.573216705281624
CG5857,FBgn0039125,CG5857-PA-468,4,7,14,8,0.22627044712645,0.573216705281624
CG5857,FBgn0039125,CG5857-PA-504,32,32,42,52,0.210214959127563,0.573216705281624
CG5857,FBgn0039125,CG5857-PA-857,0,0,1,2,0.251132937662243,0.573216705281624
CG5869,FBgn0028894,CG5869-PA-210,13,15,18,29,0.224968650377343,0.573216705281624
CG5873,FBgn0038511,CG5873-PA-1294,11,14,20,22,0.225402970447665,0.573216705281624
CG5873,FBgn0038511,CG5873-PA-1882,2,1,0,0,0.251132937662243,0.573216705281624
CG5873,FBgn0038511,CG5873-PA-253,1,2,0,0,0.251132937662243,0.573216705281624
CG5873,FBgn0038511,CG5873-PA-630,0,0,2,1,0.251132937662243,0.573216705281624
CG5880,FBgn0039489,CG5880-PA-111,0,0,3,0,0.251132937662243,0.573216705281624
CG5892,FBgn0038873,CG5892-PA-1974,0,0,1,2,0.251132937662243,0.573216705281624
CG5903,FBgn0038400,CG5903-PA-30,0,0,3,0,0.251132937662243,0.573216705281624
CG5903,FBgn0038400,CG5903-PA-451,0,0,2,1,0.251132937662243,0.573216705281624
CG5921,FBgn0029835,CG5921-PC-1224,2,1,0,0,0.251132937662243,0.573216705281624
CG5921,FBgn0029835,CG5921-PC-2044,3,0,0,0,0.251132937662243,0.573216705281624
CG5921,FBgn0029835,CG5921-PC-291,3,0,0,0,0.251132937662243,0.573216705281624
CG5924,FBgn0032154,CG5924-PA-1183,0,0,2,1,0.251132937662243,0.573216705281624
CG5924,FBgn0032154,CG5924-PA-1306,1,2,0,0,0.251132937662243,0.573216705281624
CG5924,FBgn0032154,CG5924-PA-1749,9,10,17,17,0.214571299509017,0.573216705281624
CG5932,FBgn0036996,CG5932-PA-447,2,1,0,0,0.251132937662243,0.573216705281624
CG5946,FBgn0036211,CG5946-PA-221,1,2,0,0,0.251132937662243,0.573216705281624
CG5946,FBgn0036211,CG5946-PA-561,23,25,41,33,0.209695560003874,0.573216705281624
CG5946,FBgn0036211,CG5946-PC-884,2,1,0,0,0.251132937662243,0.573216705281624
CG5973,FBgn0031914,CG5973-PA-75,2,3,8,5,0.238945965474669,0.573216705281624
CG5989,FBgn0017429,CG5989-PA-1056,10,17,21,24,0.239233424022412,0.573216705281624
CG5989,FBgn0017429,CG5989-PA-612,2,1,0,0,0.251132937662243,0.573216705281624
CG5991,FBgn0026576,CG5991-PA-1057,2,1,0,0,0.251132937662243,0.573216705281624
CG5999,FBgn0038083,CG5999-PB-109,0,0,1,2,0.251132937662243,0.573216705281624
CG6015,FBgn0038927,CG6015-PA-49,2,1,0,0,0.251132937662243,0.573216705281624
CG6028,FBgn0038924,CG6028-PA-787,1,2,0,0,0.251132937662243,0.573216705281624
CG6034,FBgn0036750,CG6034-PA-778,1,2,0,0,0.251132937662243,0.573216705281624
CG6041,FBgn0029826,CG6041-PA-699,44,41,43,39,0.22500160079454,0.573216705281624
CG6045,FBgn0038349,CG6045-PA-2652,3,0,0,0,0.251132937662243,0.573216705281624
CG6045,FBgn0038349,CG6045-PA-703,2,1,0,0,0.251132937662243,0.573216705281624
CG6051,FBgn0039492,CG6051-PB-2745,3,2,0,1,0.220871050906604,0.573216705281624
CG6066,FBgn0039488,CG6066-PA-1293,3,0,0,0,0.251132937662243,0.573216705281624
CG6071,FBgn0036186,CG6071-PA-1406,1,2,0,0,0.251132937662243,0.573216705281624
CG6091,FBgn0036180,CG6091-PD-364,1,2,0,0,0.251132937662243,0.573216705281624
CG6126,FBgn0038407,CG6126-PA-417,0,0,2,1,0.251132937662243,0.573216705281624
CG6136,FBgn0038332,CG6136-PB-403,2,1,0,0,0.251132937662243,0.573216705281624
CG6163,FBgn0036155,CG6163-PA-1252,185,204,233,191,0.249063499499984,0.573216705281624
CG6163,FBgn0036155,CG6163-PA-425,2,1,0,0,0.251132937662243,0.573216705281624
CG6163,FBgn0036155,CG6163-PA-442,4,1,8,5,0.244245173234332,0.573216705281624
CG6163,FBgn0036155,CG6163-PA-933,15,9,8,11,0.236761713901467,0.573216705281624
CG6179,FBgn0030915,CG6179-PA-468,0,3,0,0,0.251132937662243,0.573216705281624
CG6194,FBgn0038325,CG6194-PA-1285,0,0,2,1,0.251132937662243,0.573216705281624
CG6197,FBgn0033859,CG6197-PA-351,0,0,1,2,0.251132937662243,0.573216705281624
CG6201,FBgn0032343,CG6201-PA-973,3,0,0,0,0.251132937662243,0.573216705281624
CG6204,FBgn0039165,CG6204-PA-1821,8,3,3,4,0.244245173234332,0.573216705281624
CG6204,FBgn0039165,CG6204-PA-2251,1,2,0,0,0.251132937662243,0.573216705281624
CG6206,FBgn0027611,CG6206-PA-2989,0,0,2,1,0.251132937662243,0.573216705281624
CG6209,FBgn0033862,CG6209-PA-178,1,2,6,3,0.230439378280186,0.573216705281624
CG6227,FBgn0030631,CG6227-PA-3640,108,87,113,78,0.228694454651211,0.573216705281624
CG6230,FBgn0027582,CG6230-PA-3409,1,2,0,0,0.251132937662243,0.573216705281624
CG6230,FBgn0027582,CG6230-PA-775,0,0,3,0,0.251132937662243,0.573216705281624
CG6231,FBgn0038720,CG6231-PA-1155,2,2,6,6,0.211029624140385,0.573216705281624
CG6232,FBgn0032252,CG6232-PA-2369,0,3,2,7,0.230439378280186,0.573216705281624
CG6236,FBgn0038318,CG6236-PA-1804,2,1,0,0,0.251132937662243,0.573216705281624
CG6254,FBgn0037794,CG6254-PA-1150,52,53,54,50,0.224747371792004,0.573216705281624
CG6259,FBgn0036740,CG6259-PA-247,0,0,2,1,0.251132937662243,0.573216705281624
CG6276,FBgn0038316,CG6276-PA-1285,8,10,1,11,0.21057159594775,0.573216705281624
CG6280,FBgn0033866,CG6280-PA-1819,1,2,3,6,0.230439378280186,0.573216705281624
CG6287,FBgn0032350,CG6287-PA-73,44,50,69,64,0.242906697546883,0.573216705281624
CG6330,FBgn0039464,CG6330-PA-411,2,1,0,0,0.251132937662243,0.573216705281624
CG6330,FBgn0039464,CG6330-PA-566,0,0,3,0,0.251132937662243,0.573216705281624
CG6330,FBgn0039464,CG6330-PA-945,2,1,0,0,0.251132937662243,0.573216705281624
CG6361,FBgn0030925,CG6361-PB-849,2,1,0,0,0.251132937662243,0.573216705281624
CG6364,FBgn0263398,CG6364-PA-748,0,0,3,0,0.251132937662243,0.573216705281624
CG6379,FBgn0029693,CG6379-PA-885,1,2,3,6,0.230439378280186,0.573216705281624
CG6388,FBgn0032430,CG6388-PA-1138,2,5,1,2,0.230439378280186,0.573216705281624
CG6404,FBgn0027615,CG6404-PA-684,1,2,0,0,0.251132937662243,0.573216705281624
CG6412,FBgn0032646,CG6412-PA-256,55,57,54,59,0.242906697546883,0.573216705281624
CG6422,FBgn0039261,CG6422-PA-68,2,1,0,0,0.251132937662243,0.573216705281624
CG6439,FBgn0038922,CG6439-PA-337,1,2,0,0,0.251132937662243,0.573216705281624
CG6454,FBgn0039187,CG6454-PC-4020,0,0,2,1,0.251132937662243,0.573216705281624
CG6454,FBgn0039187,CG6454-PC-4679,2,1,0,0,0.251132937662243,0.573216705281624
CG6470,FBgn0030933,CG6470-PA-978,2,1,0,0,0.251132937662243,0.573216705281624
CG6480,FBgn0036964,CG6480-PA-414,9,3,10,13,0.241260990074102,0.573216705281624
CG6480,FBgn0036964,CG6480-PA-521,0,0,1,2,0.251132937662243,0.573216705281624
CG6498,FBgn0036511,CG6498-PA-4224,0,3,0,0,0.251132937662243,0.573216705281624
CG6498,FBgn0036511,CG6498-PA-4818,2,2,4,8,0.215613468211147,0.573216705281624
CG6509,FBgn0032363,CG6509-PA-1618,0,0,1,2,0.251132937662243,0.573216705281624
CG6509,FBgn0032363,CG6509-PA-280,0,0,0,3,0.251132937662243,0.573216705281624
CG6522,FBgn0034223,CG6522-PA-1431,0,0,2,1,0.251132937662243,0.573216705281624
CG6543,FBgn0033879,CG6543-PA-579,1,2,0,0,0.251132937662243,0.573216705281624
CG6543,FBgn0033879,CG6543-PA-805,89,97,84,105,0.248029347225892,0.573216705281624
CG6550,FBgn0034214,CG6550-PA-876,1,4,0,1,0.220871050906604,0.573216705281624
CG6550,FBgn0034214,CG6550-PA-879,1,2,0,0,0.251132937662243,0.573216705281624
CG6574,FBgn0037846,CG6574-PA-324,2,1,0,0,0.251132937662243,0.573216705281624
CG6574,FBgn0037846,CG6574-PA-397,0,0,1,2,0.251132937662243,0.573216705281624
CG6602,FBgn0035673,CG6602-PA-16,1,2,6,3,0.230439378280186,0.573216705281624
CG6638,FBgn0035911,CG6638-PA-219,0,0,2,1,0.251132937662243,0.573216705281624
CG6638,FBgn0035911,CG6638-PA-516,3,0,0,0,0.251132937662243,0.573216705281624
CG6638,FBgn0035911,CG6638-PA-819,122,137,181,164,0.208992931604371,0.573216705281624
CG6650,FBgn0036402,CG6650-PA-1132,2,1,0,0,0.251132937662243,0.573216705281624
CG6650,FBgn0036402,CG6650-PA-18,1,2,0,0,0.251132937662243,0.573216705281624
CG6656,FBgn0038912,CG6656-PA-151,0,3,0,0,0.251132937662243,0.573216705281624
CG6661,FBgn0036403,CG6661-PA-501,2,1,0,0,0.251132937662243,0.573216705281624
CG6662,FBgn0035907,CG6662-PA-510,1,2,0,0,0.251132937662243,0.573216705281624
CG6678,FBgn0038917,CG6678-PA-1068,0,3,0,0,0.251132937662243,0.573216705281624
CG6686,FBgn0032388,CG6686-PA-2051,1,2,0,0,0.251132937662243,0.573216705281624
CG6686,FBgn0032388,CG6686-PA-608,0,0,3,0,0.251132937662243,0.573216705281624
CG6689,FBgn0037877,CG6689-PA-1209,2,1,0,0,0.251132937662243,0.573216705281624
CG6695,FBgn0039215,CG6695-PA-712,0,0,2,1,0.251132937662243,0.573216705281624
CG6729,FBgn0032296,CG6729-PA-1842,2,1,0,0,0.251132937662243,0.573216705281624
CG6734,FBgn0032395,CG6734-PA-4212,0,0,2,1,0.251132937662243,0.573216705281624
CG6745,FBgn0035901,CG6745-PA-1953,83,87,121,109,0.250596288138954,0.573216705281624
CG6752,FBgn0038296,CG6752-PA-1110,1,2,0,0,0.251132937662243,0.573216705281624
CG6752,FBgn0038296,CG6752-PA-631,3,0,0,0,0.251132937662243,0.573216705281624
CG6766,FBgn0032398,CG6766-PA-1100,0,0,2,1,0.251132937662243,0.573216705281624
CG6767,FBgn0036030,CG6767-PA-708,1,2,0,0,0.251132937662243,0.573216705281624
CG6769,FBgn0030878,CG6769-PA-604,3,4,7,9,0.211353424549777,0.573216705281624
CG6785,FBgn0032399,CG6785-PA-705,2,1,0,0,0.251132937662243,0.573216705281624
CG6791,FBgn0037918,CG6791-PA-3283,0,3,0,0,0.251132937662243,0.573216705281624
CG6800,FBgn0038902,CG6800-PA-350,0,0,2,1,0.251132937662243,0.573216705281624
CG6833,FBgn0036405,CG6833-PA-432,6,9,12,16,0.22453520850467,0.573216705281624
CG6843,FBgn0036827,CG6843-PA-415,0,1,4,1,0.220871050906604,0.573216705281624
CG6843,FBgn0036827,CG6843-PA-447,1,2,0,0,0.251132937662243,0.573216705281624
CG6845,FBgn0035099,CG6845-PC-471,1,0,3,2,0.220871050906604,0.573216705281624
CG6845,FBgn0035099,CG6845-PC-949,0,0,2,1,0.251132937662243,0.573216705281624
CG6954,FBgn0039000,CG6954-PA-1090,0,0,2,1,0.251132937662243,0.573216705281624
CG6959,FBgn0037956,CG6959-PA-349,9,7,18,11,0.248216491841257,0.573216705281624
CG6966,FBgn0038286,CG6966-PB-678,0,0,1,2,0.251132937662243,0.573216705281624
CG6971,FBgn0037962,CG6971-PA-523,4,3,2,1,0.227207031129561,0.573216705281624
CG7006,FBgn0039233,CG7006-PA-474,0,0,2,1,0.251132937662243,0.573216705281624
CG7011,FBgn0036489,CG7011-PA-644,0,0,1,2,0.251132937662243,0.573216705281624
CG7033,FBgn0030086,CG7033-PA-729,22,20,19,18,0.223098581040439,0.573216705281624
CG7044,FBgn0038854,CG7044-PA-1006,2,1,0,0,0.251132937662243,0.573216705281624
CG7049,FBgn0035102,CG7049-PA-181,1,2,0,0,0.251132937662243,0.573216705281624
CG7056,FBgn0038852,CG7056-PA-558,0,0,2,1,0.251132937662243,0.573216705281624
CG7059,FBgn0038957,CG7059-PA-76,1,2,0,0,0.251132937662243,0.573216705281624
CG7082,FBgn0031401,CG7082-PA-682,0,0,1,2,0.251132937662243,0.573216705281624
CG7083,FBgn0035877,CG7083-PA-232,2,1,0,0,0.251132937662243,0.573216705281624
CG7099,FBgn0032517,CG7099-PA-5196,5,2,1,2,0.230439378280186,0.573216705281624
CG7099,FBgn0032517,CG7099-PA-5334,1,2,0,0,0.251132937662243,0.573216705281624
CG7102,FBgn0031961,CG7102-PA-1062,3,14,17,14,0.209228176257782,0.573216705281624
CG7112,FBgn0035879,CG7112-PA-1197,0,0,0,3,0.251132937662243,0.573216705281624
CG7112,FBgn0035879,CG7112-PA-279,0,0,1,2,0.251132937662243,0.573216705281624
CG7131,FBgn0038598,CG7131-PA-1146,3,0,0,0,0.251132937662243,0.573216705281624
CG7131,FBgn0038598,CG7131-PA-1257,2,1,0,0,0.251132937662243,0.573216705281624
CG7131,FBgn0038598,CG7131-PA-150,0,0,2,1,0.251132937662243,0.573216705281624
CG7137,FBgn0034422,CG7137-PA-251,4,3,7,9,0.211353424549777,0.573216705281624
CG7137,FBgn0034422,CG7137-PA-691,0,0,2,1,0.251132937662243,0.573216705281624
CG7137,FBgn0034422,CG7137-PA-708,1,2,0,0,0.251132937662243,0.573216705281624
CG7149,FBgn0031948,CG7149-PA-963,0,0,1,2,0.251132937662243,0.573216705281624
CG7154,FBgn0031947,CG7154-PA-2470,58,147,185,151,0.238183720979559,0.573216705281624
CG7158,FBgn0037116,CG7158-PA-3807,1,2,0,0,0.251132937662243,0.573216705281624
CG7183,FBgn0038583,CG7183-PA-1275,0,0,1,2,0.251132937662243,0.573216705281624
CG7183,FBgn0038583,CG7183-PA-729,0,0,1,2,0.251132937662243,0.573216705281624
CG7185,FBgn0035872,CG7185-PA-264,0,0,0,3,0.251132937662243,0.573216705281624
CG7188,FBgn0035871,CG7188-PA-492,2,5,0,3,0.230439378280186,0.573216705281624
CG7194,FBgn0035868,CG7194-PA-1009,0,0,1,2,0.251132937662243,0.573216705281624
CG7200,FBgn0032671,CG7200-PA-901,1,2,0,0,0.251132937662243,0.573216705281624
CG7201,FBgn0035865,CG7201-PA-663,2,1,0,0,0.251132937662243,0.573216705281624
CG7202,FBgn0037086,CG7202-PA-814,2,1,0,0,0.251132937662243,0.573216705281624
CG7206,FBgn0030892,CG7206-PB-543,1,2,0,0,0.251132937662243,0.573216705281624
